df_a_single
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
312.0
348.0
-275.0
174.0
517.0
-816.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
-311.0
429.0
-848.0
-596.0
428.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
848.0
654.0
-534.0
-45.0
489.0
582.0
-252.0
472.0
-521.0
-230.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
