df_a_single
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
316.0
237.0
-128.0
-161.0
124.0
-424.0
752.0
-842.0
556.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
240.0
830.0
-45.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
124.0
-1.0
-131.0
-963.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-598.0
-188.0
677.0
-925.0
304.0
-935.0
-555.0
-959.0
712.0
689.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
-621.0
797.0
-441.0
557.0
373.0
215.0
408.0
862.0
279.0
371.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
290.0
323.0
-192.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
671.0
890.0
854.0
-717.0
531.0
631.0
370.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
93.0
-676.0
-937.0
858.0
-105.0
88.0
-800.0
-405.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
518.0
446.0
584.0
-1006.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-1008.0
-182.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
-254.0
26.0
216.0
18.0
-316.0
-572.0
32.0
28.0
22.0
424.0
-814.0
812.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
-920.0
906.0
-50.0
48.0
-285.0
-350.0
10.0
32.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
-124.0
110.0
-50.0
48.0
-118.0
116.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
-258.0
32.0
28.0
12.0
524.0
16.0
18.0
-116.0
-562.0
12.0
22.0
22.0
436.0
16.0
18.0
-116.0
-474.0
454.0
18.0
-554.0
32.0
28.0
26.0
216.0
16.0
18.0
-116.0
